0.368 0.978 0.548
0.369 0.962 0.554
0.370 0.947 0.561
0.371 0.932 0.568
0.372 0.917 0.575
0.373 0.902 0.582
0.374 0.887 0.589
0.375 0.873 0.596
0.376 0.858 0.604
0.377 0.844 0.612
0.378 0.830 0.619
0.379 0.816 0.627
0.380 0.802 0.635
0.381 0.788 0.643
0.382 0.774 0.651
0.383 0.759 0.659
0.384 0.745 0.667
0.385 0.731 0.675
0.386 0.717 0.683
0.387 0.702 0.691
0.388 0.688 0.699
0.389 0.674 0.707
0.390 0.659 0.715
0.391 0.645 0.723
0.392 0.630 0.731
0.393 0.616 0.739
0.394 0.601 0.746
0.395 0.587 0.754
0.396 0.573 0.763
0.397 0.560 0.771
0.398 0.546 0.779
0.399 0.533 0.788
0.400 0.519 0.796
0.401 0.507 0.805
0.402 0.494 0.814
0.403 0.482 0.822
0.404 0.469 0.831
0.405 0.457 0.840
0.406 0.446 0.849
0.407 0.435 0.858
0.408 0.424 0.868
0.409 0.413 0.877
0.410 0.402 0.886
0.411 0.392 0.896
0.412 0.383 0.905
0.413 0.373 0.915
0.414 0.363 0.925
0.415 0.354 0.934
0.416 0.345 0.944
0.417 0.337 0.954
0.418 0.328 0.964
0.419 0.320 0.975
0.420 0.311 0.985
0.421 0.304 0.995
0.422 0.296 1.005
0.423 0.289 1.016
0.424 0.282 1.026
0.425 0.274 1.037
0.426 0.267 1.047
0.427 0.261 1.058
0.428 0.254 1.068
0.429 0.248 1.079
0.430 0.241 1.089
0.431 0.235 1.100
0.432 0.230 1.111
0.433 0.224 1.121
0.434 0.218 1.132
0.435 0.212 1.142
0.436 0.207 1.153
0.437 0.202 1.163
0.438 0.197 1.174
0.439 0.192 1.184
0.440 0.187 1.195
0.441 0.182 1.205
0.442 0.178 1.215
0.443 0.173 1.226
0.444 0.169 1.236
0.445 0.164 1.246
0.446 0.160 1.257
0.447 0.157 1.267
0.448 0.153 1.277
0.449 0.149 1.287
0.450 0.145 1.297
0.451 0.141 1.307
0.452 0.138 1.317
0.453 0.134 1.327
0.454 0.131 1.337
0.455 0.127 1.348
0.456 0.124 1.359
0.457 0.121 1.370
0.458 0.118 1.382
0.459 0.115 1.393
0.460 0.112 1.404
0.461 0.109 1.415
0.462 0.107 1.426
0.463 0.104 1.437
0.464 0.101 1.448
0.465 0.099 1.460
0.466 0.096 1.470
0.467 0.094 1.481
0.468 0.092 1.492
0.469 0.089 1.503
0.470 0.087 1.514
0.471 0.085 1.523
0.472 0.083 1.532
0.473 0.081 1.541
0.474 0.078 1.550
0.475 0.076 1.559
0.476 0.075 1.568
0.477 0.073 1.577
0.478 0.071 1.585
0.479 0.069 1.594
0.480 0.067 1.603
0.481 0.066 1.612
0.482 0.064 1.621
0.483 0.062 1.629
0.484 0.061 1.638
0.485 0.059 1.647
0.486 0.058 1.655
0.487 0.056 1.664
0.488 0.055 1.672
0.489 0.053 1.681
0.490 0.052 1.689
0.491 0.051 1.698
0.492 0.050 1.706
0.493 0.048 1.715
0.494 0.047 1.723
0.495 0.046 1.731
0.496 0.045 1.740
0.497 0.044 1.748
0.498 0.043 1.756
0.499 0.041 1.764
0.500 0.040 1.773
0.501 0.039 1.781
0.502 0.038 1.789
0.503 0.037 1.797
0.504 0.036 1.805
0.505 0.035 1.813
0.506 0.035 1.821
0.507 0.034 1.829
0.508 0.033 1.837
0.509 0.032 1.845
0.510 0.031 1.853
0.511 0.030 1.861
0.512 0.030 1.869
0.513 0.029 1.877
0.514 0.028 1.885
0.515 0.027 1.893
0.516 0.027 1.900
0.517 0.026 1.908
0.518 0.026 1.916
0.519 0.025 1.924
0.520 0.024 1.932
0.521 0.024 1.939
0.522 0.023 1.947
0.523 0.022 1.955
0.524 0.022 1.962
0.525 0.021 1.970
0.526 0.021 1.978
0.527 0.020 1.985
0.528 0.020 1.993
0.529 0.019 2.000
0.530 0.019 2.008
0.531 0.018 2.016
0.532 0.018 2.023
0.533 0.017 2.031
0.534 0.017 2.038
0.535 0.016 2.046
0.536 0.016 2.053
0.537 0.016 2.061
0.538 0.015 2.068
0.539 0.015 2.075
0.540 0.015 2.083
0.541 0.014 2.090
0.542 0.014 2.098
0.543 0.013 2.105
0.544 0.013 2.112
0.545 0.013 2.120
0.546 0.012 2.127
0.547 0.012 2.134
0.548 0.012 2.142
0.549 0.012 2.149
0.550 0.011 2.156
0.551 0.011 2.163
0.552 0.011 2.171
0.553 0.010 2.178
0.554 0.010 2.185
0.555 0.010 2.192
0.556 0.010 2.200
0.557 0.009 2.207
0.558 0.009 2.214
0.559 0.009 2.221
0.560 0.009 2.228
0.561 0.008 2.235
0.562 0.008 2.243
0.563 0.008 2.250
0.564 0.008 2.257
0.565 0.008 2.264
0.566 0.007 2.271
0.567 0.007 2.278
0.568 0.007 2.285
0.569 0.007 2.292
0.570 0.007 2.299
0.571 0.007 2.306
0.572 0.006 2.313
0.573 0.006 2.320
0.574 0.006 2.327
0.575 0.006 2.334
0.576 0.006 2.341
0.577 0.006 2.348
0.578 0.006 2.355
0.579 0.005 2.362
0.580 0.005 2.369
0.581 0.005 2.376
0.582 0.005 2.382
0.583 0.005 2.389
0.584 0.005 2.396
0.585 0.005 2.403
0.586 0.004 2.410
0.587 0.004 2.417
0.588 0.004 2.424
0.589 0.004 2.430
0.590 0.004 2.437
0.591 0.004 2.444
0.592 0.004 2.451
0.593 0.004 2.458
0.594 0.004 2.464
0.595 0.004 2.471
0.596 0.003 2.478
0.597 0.003 2.484
0.598 0.003 2.491
0.599 0.003 2.498
0.600 0.003 2.505
0.601 0.003 2.511
0.602 0.003 2.518
0.603 0.003 2.525
0.604 0.003 2.531
0.605 0.003 2.538
0.606 0.003 2.545
0.607 0.003 2.551
0.608 0.003 2.558
0.609 0.002 2.564
0.610 0.002 2.571
0.611 0.002 2.578
0.612 0.002 2.584
0.613 0.002 2.591
0.614 0.002 2.597
0.615 0.002 2.604
0.616 0.002 2.610
0.617 0.002 2.617
0.618 0.002 2.623
0.619 0.002 2.630
0.620 0.002 2.636
0.621 0.002 2.643
0.622 0.002 2.649
0.623 0.002 2.656
0.624 0.002 2.662
0.625 0.002 2.669
0.626 0.002 2.675
0.627 0.002 2.682
0.628 0.002 2.688
0.629 0.001 2.694
0.630 0.001 2.701
0.631 0.001 2.707
0.632 0.001 2.713
0.633 0.001 2.720
0.634 0.001 2.726
0.635 0.001 2.733
0.636 0.001 2.739
0.637 0.001 2.745
0.638 0.001 2.752
0.639 0.001 2.758
0.640 0.001 2.764
0.641 0.001 2.771
0.642 0.001 2.777
0.643 0.001 2.783
0.644 0.001 2.789
0.645 0.001 2.796
0.646 0.001 2.802
0.647 0.001 2.808
0.648 0.001 2.814
0.649 0.001 2.821
0.650 0.001 2.827
0.651 0.001 2.833
0.652 0.001 2.839
0.653 0.001 2.845
0.654 0.001 2.851
0.655 0.001 2.858
0.656 0.001 2.864
0.657 0.001 2.870
0.658 0.001 2.876
0.659 0.001 2.882
0.660 0.001 2.888
0.661 0.001 2.894
0.662 0.001 2.901
0.663 0.001 2.907
0.664 0.001 2.913
0.665 0.001 2.919
0.666 0.001 2.925
0.667 0.001 2.931
0.668 0.001 2.937
0.669 0.001 2.943
0.670 0.001 2.949
0.671 0.001 2.955
0.672 0.000 2.961
0.673 0.000 2.967
0.674 0.000 2.973
0.675 0.000 2.979
0.676 0.000 2.985
0.677 0.000 2.991
0.678 0.000 2.997
0.679 0.000 3.003
0.680 0.000 3.009
0.681 0.000 3.015
0.682 0.000 3.021
0.683 0.000 3.027
0.684 0.000 3.033
0.685 0.000 3.039
0.686 0.000 3.044
0.687 0.000 3.050
0.688 0.000 3.056
0.689 0.000 3.062
0.690 0.000 3.068
0.691 0.000 3.074
0.692 0.000 3.080
0.693 0.000 3.086
0.694 0.000 3.091
0.695 0.000 3.097
0.696 0.000 3.103
0.697 0.000 3.109
0.698 0.000 3.115
0.699 0.000 3.120
0.700 0.000 3.126
0.701 0.000 3.132
0.702 0.000 3.138
0.703 0.000 3.143
0.704 0.000 3.149
0.705 0.000 3.155
0.706 0.000 3.161
0.707 0.000 3.167
0.708 0.000 3.172
0.709 0.000 3.178
0.710 0.000 3.184
0.711 0.000 3.189
0.712 0.000 3.195
0.713 0.000 3.201
0.714 0.000 3.206
0.715 0.000 3.212
0.716 0.000 3.218
0.717 0.000 3.223
0.718 0.000 3.229
0.719 0.000 3.235
0.720 0.000 3.240
0.721 0.000 3.246
0.722 0.000 3.252
0.723 0.000 3.257
0.724 0.000 3.263
0.725 0.000 3.268
0.726 0.000 3.274
0.727 0.000 3.280
0.728 0.000 3.285
0.729 0.000 3.291
0.730 0.000 3.296
0.731 0.000 3.302
0.732 0.000 3.307
0.733 0.000 3.313
0.734 0.000 3.318
0.735 0.000 3.324
0.736 0.000 3.329
0.737 0.000 3.335
0.738 0.000 3.341
0.739 0.000 3.346
0.740 0.000 3.352
0.741 0.000 3.357
0.742 0.000 3.362
0.743 0.000 3.368
0.744 0.000 3.373
0.745 0.000 3.379
0.746 0.000 3.384
0.747 0.000 3.390
0.748 0.000 3.395
0.749 0.000 3.401
0.750 0.000 3.406
0.751 0.000 3.411
0.752 0.000 3.417
0.753 0.000 3.422
0.754 0.000 3.428
0.755 0.000 3.433
0.756 0.000 3.438
0.757 0.000 3.444
0.758 0.000 3.449
0.759 0.000 3.454
0.760 0.000 3.460
0.761 0.000 3.465
0.762 0.000 3.470
0.763 0.000 3.476
0.764 0.000 3.481
0.765 0.000 3.486
0.766 0.000 3.492
0.767 0.000 3.497
0.768 0.000 3.502
0.769 0.000 3.508
0.770 0.000 3.513
0.771 0.000 3.518
0.772 0.000 3.523
0.773 0.000 3.529
0.774 0.000 3.534
0.775 0.000 3.539
0.776 0.000 3.544
0.777 0.000 3.550
0.778 0.000 3.555
0.779 0.000 3.560
0.780 0.000 3.565
0.781 0.000 3.571
0.782 0.000 3.576
0.783 0.000 3.581
0.784 0.000 3.586
0.785 0.000 3.591
0.786 0.000 3.597
0.787 0.000 3.602
0.788 0.000 3.607
0.789 0.000 3.612
0.790 0.000 3.617
0.791 0.000 3.622
0.792 0.000 3.627
0.793 0.000 3.633
0.794 0.000 3.638
0.795 0.000 3.643
0.796 0.000 3.648
0.797 0.000 3.653
0.798 0.000 3.658
0.799 0.000 3.663
0.800 0.000 3.668
0.801 0.000 3.673
0.802 0.000 3.679
0.803 0.000 3.684
0.804 0.000 3.689
0.805 0.000 3.694
0.806 0.000 3.699
0.807 0.000 3.704
0.808 0.000 3.709
0.809 0.000 3.714
0.810 0.000 3.719
0.811 0.000 3.724
0.812 0.000 3.729
0.813 0.000 3.734
0.814 0.000 3.739
0.815 0.000 3.744
0.816 0.000 3.749
0.817 0.000 3.754
0.818 0.000 3.759
0.819 0.000 3.764
0.820 0.000 3.769
0.821 0.000 3.774
0.822 0.000 3.779
0.823 0.000 3.784
0.824 0.000 3.789
0.825 0.000 3.794
0.826 0.000 3.799
0.827 0.000 3.804
0.828 0.000 3.808
0.829 0.000 3.813
0.830 0.000 3.818
0.831 0.000 3.823
0.832 0.000 3.828
0.833 0.000 3.833
0.834 0.000 3.838
0.835 0.000 3.843
0.836 0.000 3.848
0.837 0.000 3.852
0.838 0.000 3.857
0.839 0.000 3.862
0.840 0.000 3.867
0.841 0.000 3.872
0.842 0.000 3.877
0.843 0.000 3.882
0.844 0.000 3.886
0.845 0.000 3.891
0.846 0.000 3.896
0.847 0.000 3.901
0.848 0.000 3.906
0.849 0.000 3.910
0.850 0.000 3.915
0.851 0.000 3.920
0.852 0.000 3.925
0.853 0.000 3.930
0.854 0.000 3.934
0.855 0.000 3.939
0.856 0.000 3.944
0.857 0.000 3.949
0.858 0.000 3.953
0.859 0.000 3.958
0.860 0.000 3.963
0.861 0.000 3.968
0.862 0.000 3.972
0.863 0.000 3.977
0.864 0.000 3.982
0.865 0.000 3.986
0.866 0.000 3.991
0.867 0.000 3.996
0.868 0.000 4.001
0.869 0.000 4.005
0.870 0.000 4.010
0.871 0.000 4.015
0.872 0.000 4.019
0.873 0.000 4.024
0.874 0.000 4.029
0.875 0.000 4.033
0.876 0.000 4.038
0.877 0.000 4.043
0.878 0.000 4.047
0.879 0.000 4.052
0.880 0.000 4.057
0.881 0.000 4.061
0.882 0.000 4.066
0.883 0.000 4.070
0.884 0.000 4.075
0.885 0.000 4.080
0.886 0.000 4.084
0.887 0.000 4.089
0.888 0.000 4.093
0.889 0.000 4.098
0.890 0.000 4.103
0.891 0.000 4.107
0.892 0.000 4.112
0.893 0.000 4.116
0.894 0.000 4.121
0.895 0.000 4.125
0.896 0.000 4.130
0.897 0.000 4.135
0.898 0.000 4.139
0.899 0.000 4.144
0.900 0.000 4.148
0.901 0.000 4.153
0.902 0.000 4.157
0.903 0.000 4.162
0.904 0.000 4.166
0.905 0.000 4.171
0.906 0.000 4.175
0.907 0.000 4.180
0.908 0.000 4.184
0.909 0.000 4.189
0.910 0.000 4.193
0.911 0.000 4.198
0.912 0.000 4.202
0.913 0.000 4.207
0.914 0.000 4.211
0.915 0.000 4.215
0.916 0.000 4.220
0.917 0.000 4.224
0.918 0.000 4.229
0.919 0.000 4.233
0.920 0.000 4.238
0.921 0.000 4.242
0.922 0.000 4.246
0.923 0.000 4.251
0.924 0.000 4.255
0.925 0.000 4.260
0.926 0.000 4.264
0.927 0.000 4.269
0.928 0.000 4.273
0.929 0.000 4.277
0.930 0.000 4.282
0.931 0.000 4.286
0.932 0.000 4.290
0.933 0.000 4.295
0.934 0.000 4.299
0.935 0.000 4.303
0.936 0.000 4.308
0.937 0.000 4.312
0.938 0.000 4.316
0.939 0.000 4.321
0.940 0.000 4.325
0.941 0.000 4.330
0.942 0.000 4.334
0.943 0.000 4.338
0.944 0.000 4.342
0.945 0.000 4.347
0.946 0.000 4.351
0.947 0.000 4.355
0.948 0.000 4.360
0.949 0.000 4.364
0.950 0.000 4.368
0.951 0.000 4.373
0.952 0.000 4.377
0.953 0.000 4.381
0.954 0.000 4.385
0.955 0.000 4.390
0.956 0.000 4.394
0.957 0.000 4.398
0.958 0.000 4.402
0.959 0.000 4.407
0.960 0.000 4.411
0.961 0.000 4.415
0.962 0.000 4.419
0.963 0.000 4.424
0.964 0.000 4.428
0.965 0.000 4.432
0.966 0.000 4.436
0.967 0.000 4.440
0.968 0.000 4.445
0.969 0.000 4.449
0.970 0.000 4.453
0.971 0.000 4.457
0.972 0.000 4.461
0.973 0.000 4.466
0.974 0.000 4.470
0.975 0.000 4.474
0.976 0.000 4.478
0.977 0.000 4.482
0.978 0.000 4.486
0.979 0.000 4.491
0.980 0.000 4.495
0.981 0.000 4.499
0.982 0.000 4.503
0.983 0.000 4.507
0.984 0.000 4.511
0.985 0.000 4.515
0.986 0.000 4.519
0.987 0.000 4.524
0.988 0.000 4.528
0.989 0.000 4.532
0.990 0.000 4.536
0.991 0.000 4.540
0.992 0.000 4.544
0.993 0.000 4.548
0.994 0.000 4.552
0.995 0.000 4.556
0.996 0.000 4.561
0.997 0.000 4.565
0.998 0.000 4.569
0.999 0.000 4.573
1.000 0.000 4.577
